recovery_id,product_id,recovery_center_id,recovery_center_name,recovery_date,material_type,weight_recovered,condition,recycling_method,recovered_by,circular_credit_amount,gps_lat,gps_lon,verification_hash
REC-20260225-25897,E-WM002202602261731019858,R003,Bengaluru E-Parisara,1771967130.815696,E-Waste PCB,9.98,good,composting,Collector-69,449.06,13.106656531453755,77.87340357638486,5111af97f1e31d11
REC-20260225-43634,COPM004202602261731016684,R006,Pune Recycling,1771968187.201288,Copper,34.97,excellent,pyrolysis,Collector-39,1223.81,13.441510664713448,77.44995862224607,a207bc2e821e9a1e
REC-20260225-39269,COPM008202602261731013702,R008,Hyderabad Green,1771968268.064529,Copper,11.28,excellent,composting,Collector-60,394.83,12.877888836845889,77.81073916753165,4f703338d74a2884
REC-20260225-42228,STEM004202602261731018101,R007,Ahmedabad Waste,1771968323.101025,Steel,23.5,excellent,pyrolysis,Collector-34,822.64,13.311715207453362,77.09762061992794,95f8d94179099ad3
REC-20260225-39048,E-WM004202602261731012707,R007,Ahmedabad Waste,1771968464.005945,E-Waste PCB,29.33,excellent,composting,Collector-36,1319.94,13.40380895180347,77.66895448384666,49e7fa5f675f20e9
REC-20260225-95970,HDPM001202602261731017367,R003,Bengaluru E-Parisara,1771968981.039305,HDPE Plastic,23.92,good,pyrolysis,Collector-30,358.8,13.42126898363109,77.30903003139522,8ed917f62ff3b4e2
REC-20260225-21779,ALUM004202602261731013181,R002,Mumbai Waste Warriors,1771969345.095915,Aluminum,35.93,excellent,pyrolysis,Collector-5,1257.4,12.62630553026841,77.47042939771998,294b734da58539bd
REC-20260225-73820,LITM008202602261731019590,R007,Ahmedabad Waste,1771969472.972281,Lithium Battery,42.78,damaged,mechanical,Collector-7,1925.27,12.534002577852862,77.31354165456766,8ea34a2d09b80eb0
REC-20260225-21939,E-WM004202602261731011031,R002,Mumbai Waste Warriors,1771969724.845457,E-Waste PCB,2.48,good,pyrolysis,Collector-65,111.5,12.872792460781426,77.37964341003737,03ee44a5faf45b01
REC-20260225-40588,GLAM006202602261731018928,R003,Bengaluru E-Parisara,1771969741.232326,Glass,25.82,good,chemical,Collector-69,129.12,12.803949811676269,77.81680065966438,1098a4c02d9948c4
REC-20260225-66236,ORGM003202602261731015437,R004,Chennai Green Center,1771969849.581638,Organic Waste,33.09,good,mechanical,Collector-51,99.26,13.192909747807546,77.69298633942726,be6493785a625529
REC-20260225-69955,ORGM005202602261731014366,R001,Delhi Recycling Hub,1771970345.617117,Organic Waste,11.18,end_of_life,mechanical,Collector-66,33.55,12.70761102004127,77.30080792277415,9b34cb5fe7044e7e
REC-20260225-51984,COPM002202602261731019179,R001,Delhi Recycling Hub,1771970712.991215,Copper,41.6,end_of_life,chemical,Collector-49,1455.87,12.499278946669579,77.7981824572804,60d43996de45a35a
REC-20260225-85642,PAPM007202602261731017590,R002,Mumbai Waste Warriors,1771971623.675945,Paper/Cardboard,20.52,good,pyrolysis,Collector-72,164.14,12.648683899371225,77.7171631754619,627d86874aac18f5
REC-20260225-22212,E-WM002202602261731012501,R001,Delhi Recycling Hub,1771972039.399797,E-Waste PCB,31.0,good,composting,Collector-6,1394.87,13.184662002021634,77.6899969804051,c834ef6265e7eb9d
REC-20260225-14873,COPM005202602261731011707,R008,Hyderabad Green,1771972167.732476,Copper,33.14,damaged,pyrolysis,Collector-25,1159.93,13.433235035807389,77.63597705820126,bccbfc2c8e4f4ac4
REC-20260225-45285,STEM004202602261731016247,R005,Kolkata Recovery,1771972773.877188,Steel,39.36,damaged,composting,Collector-83,1377.46,12.55086354874927,77.73514252768399,0a87fc298972f591
REC-20260225-75107,PAPM002202602261731011253,R003,Bengaluru E-Parisara,1771972796.824593,Paper/Cardboard,33.17,damaged,composting,Collector-40,265.33,13.365417576829653,77.94206735542433,5ccf3bf54093da5b
REC-20260225-27472,GLAM006202602261731013162,R002,Mumbai Waste Warriors,1771972963.950181,Glass,29.51,good,chemical,Collector-19,147.57,13.403371107122569,77.12815789850401,160bacb3355c58d9
REC-20260225-59203,PAPM004202602261731017591,R003,Bengaluru E-Parisara,1771973069.088956,Paper/Cardboard,24.89,good,chemical,Collector-77,199.11,12.959807742600951,77.30653379553546,207ecaaf30d15def
REC-20260225-46940,E-WM004202602261731017505,R002,Mumbai Waste Warriors,1771973131.695308,E-Waste PCB,14.34,damaged,pyrolysis,Collector-78,645.49,13.223516724365268,77.72971112220287,c9b5b69547734f4b
REC-20260225-66292,ALUM004202602261731014494,R003,Bengaluru E-Parisara,1771973432.457919,Aluminum,35.69,end_of_life,pyrolysis,Collector-41,1249.06,12.620902513562433,77.11636390821955,3ed9145699fbf133
REC-20260225-97873,E-WM005202602261731012534,R001,Delhi Recycling Hub,1771973707.632955,E-Waste PCB,26.55,excellent,composting,Collector-76,1194.69,12.747194689791987,77.30585446081488,ed3902acf2b09501
REC-20260225-83570,GLAM002202602261731014944,R001,Delhi Recycling Hub,1771974390.381545,Glass,37.42,damaged,composting,Collector-15,187.08,13.390737387604633,77.52347583825691,e085b78a5d3e27b0
REC-20260225-80300,LITM002202602261731012496,R005,Kolkata Recovery,1771974669.92905,Lithium Battery,22.41,excellent,pyrolysis,Collector-38,1008.54,12.803284651434064,77.84954293865084,c1547b0d277b55c4
REC-20260225-94153,STEM005202602261731015979,R003,Bengaluru E-Parisara,1771976143.883028,Steel,37.8,end_of_life,pyrolysis,Collector-60,1322.97,12.887250897637248,77.21019995512837,dc4a16d863503735
REC-20260225-84793,PAPM006202602261731011553,R006,Pune Recycling,1771976351.098883,Paper/Cardboard,14.0,end_of_life,chemical,Collector-43,111.99,13.260424272247837,77.7859012773493,e26c52e4821ceaea
REC-20260225-82642,PAPM001202602261731019944,R005,Kolkata Recovery,1771976447.946331,Paper/Cardboard,24.69,good,pyrolysis,Collector-91,197.54,12.564556467428213,77.99901125905431,774c06bbcff50ff6
REC-20260225-39968,STEM001202602261731015099,R003,Bengaluru E-Parisara,1771976685.14751,Steel,22.28,damaged,mechanical,Collector-98,779.9,13.342883319008507,77.61044026374037,867e83e05f0e2003
REC-20260225-35848,ORGM002202602261731014491,R002,Mumbai Waste Warriors,1771976949.417465,Organic Waste,23.38,good,pyrolysis,Collector-24,70.15,13.030138464775964,77.63261836152371,656bc80c52cf96b6
REC-20260225-20119,E-WM002202602261731019669,R004,Chennai Green Center,1771977496.950251,E-Waste PCB,26.19,excellent,mechanical,Collector-50,1178.58,12.817467649402973,77.40821963342175,a6c6f79dedb5f348
REC-20260225-55754,E-WM006202602261731012551,R002,Mumbai Waste Warriors,1771977563.263188,E-Waste PCB,4.87,damaged,mechanical,Collector-72,219.37,13.360809841144292,77.97613242011467,5730ea79e3bbcc54
REC-20260225-76364,HDPM001202602261731012232,R006,Pune Recycling,1771978243.930941,HDPE Plastic,25.56,good,pyrolysis,Collector-85,383.37,12.955260608358822,77.4333237047847,dcae5433f097fb22
REC-20260225-51909,COPM002202602261731016378,R008,Hyderabad Green,1771978755.025295,Copper,35.33,good,composting,Collector-25,1236.49,13.324832028788702,77.56829984630676,b8b2dc3304e9f8bf
REC-20260225-68658,PETM008202602261731013160,R004,Chennai Green Center,1771979643.643003,PET Plastic,13.56,damaged,mechanical,Collector-92,203.34,13.155742257300544,77.9943950509168,13d5c94a6cd81aad
REC-20260225-40305,LITM006202602261731019390,R005,Kolkata Recovery,1771979871.122459,Lithium Battery,26.52,good,mechanical,Collector-40,1193.26,13.440616333593574,77.87745035780159,ca958b65fe06d021
REC-20260225-21937,LITM005202602261731015874,R005,Kolkata Recovery,1771980186.236091,Lithium Battery,18.91,end_of_life,pyrolysis,Collector-47,851.03,12.974519920344143,77.96038010312026,c5c28892d610d247
REC-20260225-53776,ORGM004202602261731016954,R003,Bengaluru E-Parisara,1771980311.478695,Organic Waste,20.43,excellent,pyrolysis,Collector-75,61.3,13.244678970511938,77.73853373347077,f8609446eb6638a1
REC-20260225-53012,ORGM004202602261731019015,R003,Bengaluru E-Parisara,1771980935.292464,Organic Waste,35.12,good,chemical,Collector-93,105.37,12.970389975712473,77.67381926879536,f36aeea17521c235
REC-20260225-93429,HDPM002202602261731015152,R004,Chennai Green Center,1771981170.862231,HDPE Plastic,21.93,damaged,chemical,Collector-18,328.9,12.868868701092914,78.05998435796687,4baab62a8ada9207
REC-20260225-63150,ORGM002202602261731014504,R001,Delhi Recycling Hub,1771981604.473968,Organic Waste,34.01,excellent,pyrolysis,Collector-12,102.02,13.416167038698605,77.70251231729792,c76cce9b6b5f7123
REC-20260225-68843,LITM003202602261731014045,R006,Pune Recycling,1771982071.187158,Lithium Battery,5.65,damaged,mechanical,Collector-6,254.36,13.278144123045147,77.42143094895297,9a874e43e36cb750
REC-20260225-84206,GLAM005202602261731019521,R007,Ahmedabad Waste,1771982081.99409,Glass,9.12,damaged,pyrolysis,Collector-24,45.62,13.39858147216383,77.19046775133192,2515e2f76679035e
REC-20260225-74613,LITM004202602261731012051,R007,Ahmedabad Waste,1771982128.291425,Lithium Battery,11.27,damaged,composting,Collector-94,507.02,12.95311224785294,77.88272019665119,3fdd8e97ff36b51f
REC-20260225-72746,COPM007202602261731017386,R001,Delhi Recycling Hub,1771982930.548827,Copper,37.23,damaged,composting,Collector-18,1303.04,13.128729278944007,77.43350783126252,84b350cb725a1492
REC-20260225-54458,ALUM004202602261731016901,R008,Hyderabad Green,1771983109.241345,Aluminum,39.27,good,chemical,Collector-10,1374.52,13.39726551664367,78.02920537381641,3db7f980fde08252
REC-20260225-10713,HDPM005202602261731018255,R003,Bengaluru E-Parisara,1771984531.542156,HDPE Plastic,21.57,damaged,mechanical,Collector-86,323.52,13.458892624917072,78.0653814815765,34fa9fc8422b1f36
REC-20260225-87299,PETM007202602261731013175,R008,Hyderabad Green,1771984842.600651,PET Plastic,11.1,good,composting,Collector-15,166.57,13.363990577602179,78.0030959706706,d8ed53c4b2206951
REC-20260225-20047,E-WM006202602261731015656,R002,Mumbai Waste Warriors,1771985304.535458,E-Waste PCB,6.5,excellent,mechanical,Collector-94,292.36,12.850403212689551,77.29053158207616,3a05ee32faf974d9
REC-20260225-32889,ORGM005202602261731011315,R007,Ahmedabad Waste,1771986240.495212,Organic Waste,15.08,damaged,composting,Collector-5,45.23,13.104367156933687,78.04192145810156,bd72e42994712133
REC-20260225-80593,LITM003202602261731019632,R001,Delhi Recycling Hub,1771987211.740644,Lithium Battery,20.39,end_of_life,chemical,Collector-92,917.46,12.50048130010372,77.40205445660624,95d842401c29527f
REC-20260225-75770,GLAM003202602261731016231,R003,Bengaluru E-Parisara,1771988465.708805,Glass,34.83,good,mechanical,Collector-23,174.13,12.61972030291364,77.9720006739144,f2651c2ac21b3556
REC-20260225-41313,LITM003202602261731016718,R008,Hyderabad Green,1771988697.52596,Lithium Battery,36.23,damaged,chemical,Collector-23,1630.18,13.281238618011626,77.27233544325888,abf2eda5d9a507fe
REC-20260225-88698,E-WM007202602261731013386,R004,Chennai Green Center,1771988729.31278,E-Waste PCB,36.29,excellent,mechanical,Collector-22,1633.18,12.812135013297475,77.30906699784238,40af1100abb7b519
REC-20260225-65104,STEM005202602261731015466,R007,Ahmedabad Waste,1771989015.768487,Steel,0.85,good,mechanical,Collector-97,29.86,12.597923959883875,77.14075104976806,124f6cb860bab51e
REC-20260225-54355,E-WM006202602261731014192,R003,Bengaluru E-Parisara,1771989643.635203,E-Waste PCB,1.66,good,chemical,Collector-94,74.92,13.306639883914544,77.12712906163078,0091a67ba8c187f6
REC-20260225-71526,E-WM005202602261731012156,R006,Pune Recycling,1771989750.266799,E-Waste PCB,23.82,end_of_life,mechanical,Collector-22,1071.81,12.521249134549644,77.53559191004003,93b75831854ddd85
REC-20260225-37190,GLAM001202602261731017519,R002,Mumbai Waste Warriors,1771990211.165471,Glass,1.55,good,chemical,Collector-86,7.74,13.348556770484407,77.60055230624064,9d8c7d32a13a3bcd
REC-20260225-37019,PETM006202602261731017746,R003,Bengaluru E-Parisara,1771990293.23673,PET Plastic,38.18,good,composting,Collector-63,572.68,13.139793092542472,77.31279612462454,eaec1e643dcd08c6
REC-20260225-49979,E-WM004202602261731019671,R004,Chennai Green Center,1771991390.101493,E-Waste PCB,30.25,excellent,pyrolysis,Collector-47,1361.36,12.88113472158684,77.92019055824846,6278eeb916fd1c89
REC-20260225-90391,HDPM008202602261731015060,R003,Bengaluru E-Parisara,1771993049.834336,HDPE Plastic,26.74,excellent,mechanical,Collector-16,401.04,12.646032627854124,77.62241491779224,03e8cc0e704b969c
REC-20260225-42515,ALUM005202602261731012591,R006,Pune Recycling,1771993738.127419,Aluminum,27.16,good,composting,Collector-20,950.57,12.996722950457807,77.8438135443341,ea685ff0613c9b88
REC-20260225-11597,ORGM007202602261731012779,R008,Hyderabad Green,1771993838.75504,Organic Waste,22.53,good,chemical,Collector-62,67.58,13.3609635617904,77.91256065859356,a67b839047562e54
REC-20260225-59416,ALUM005202602261731013917,R001,Delhi Recycling Hub,1771994698.1107,Aluminum,39.19,good,composting,Collector-18,1371.67,13.064425712853978,77.36803846041776,2052f4a612756186
REC-20260225-83834,PAPM007202602261731017825,R007,Ahmedabad Waste,1771994789.295254,Paper/Cardboard,34.93,end_of_life,pyrolysis,Collector-64,279.43,12.730345444681511,77.8791017750625,9162c1766daca030
REC-20260225-23281,ALUM008202602261731016554,R006,Pune Recycling,1771996529.480947,Aluminum,25.63,damaged,composting,Collector-38,897.14,12.708153232349972,77.16266431452227,56f74132f3df3a0d
REC-20260225-85275,HDPM007202602261731015166,R002,Mumbai Waste Warriors,1771996580.713814,HDPE Plastic,9.02,damaged,chemical,Collector-37,135.26,13.2031682017065,77.95790697431809,1dd25d5d1b0f91ca
REC-20260225-70912,ORGM002202602261731017909,R001,Delhi Recycling Hub,1771997584.633014,Organic Waste,19.07,damaged,mechanical,Collector-69,57.21,13.274859354167068,77.61166750700426,3cc204877be56d98
REC-20260225-99998,STEM007202602261731013620,R001,Delhi Recycling Hub,1771999000.162593,Steel,28.14,excellent,mechanical,Collector-45,984.74,12.7671855241301,77.18813473827709,7479b8941270814c
REC-20260225-80771,PETM007202602261731012649,R007,Ahmedabad Waste,1771999472.922403,PET Plastic,1.43,end_of_life,pyrolysis,Collector-81,21.43,13.151310817092899,77.25918684023594,ed92c05e21f23401
REC-20260225-19811,HDPM004202602261731014394,R008,Hyderabad Green,1772001227.844617,HDPE Plastic,20.63,excellent,composting,Collector-61,309.45,13.077142971592828,78.021658597351,11aa9e824035f286
REC-20260225-96581,PAPM002202602261731011634,R006,Pune Recycling,1772001902.891245,Paper/Cardboard,10.33,good,mechanical,Collector-100,82.65,12.836822317303522,78.03308037124536,7aef76b22d5cd1be
REC-20260225-64613,GLAM004202602261731012627,R007,Ahmedabad Waste,1772003373.600652,Glass,14.64,good,composting,Collector-62,73.19,12.672494683349344,78.08724631625884,b4dd95e2b8a219ad
REC-20260225-76322,E-WM004202602261731017479,R007,Ahmedabad Waste,1772003489.484106,E-Waste PCB,45.46,good,chemical,Collector-79,2045.8,12.795801317568811,77.49750791421759,ed88f363914d35cf
REC-20260225-88615,E-WM006202602261731017744,R008,Hyderabad Green,1772003652.672033,E-Waste PCB,17.6,good,pyrolysis,Collector-97,791.99,13.11747923438426,77.7126286990651,f449da31074aa5d5
REC-20260225-95482,HDPM003202602261731015296,R007,Ahmedabad Waste,1772004330.022058,HDPE Plastic,21.94,good,chemical,Collector-47,329.07,12.719051445049605,77.74008469954124,ab16790680360f27
REC-20260225-65594,ORGM008202602261731011086,R008,Hyderabad Green,1772004853.784843,Organic Waste,1.41,damaged,mechanical,Collector-92,4.22,13.144698698569346,77.99078662109599,89bcd25e83dcff9b
REC-20260225-42590,ORGM002202602261731018716,R001,Delhi Recycling Hub,1772005076.313054,Organic Waste,45.07,damaged,mechanical,Collector-81,135.2,13.164691791482847,77.86485946583826,80864b075b395398
REC-20260225-10833,E-WM001202602261731014037,R008,Hyderabad Green,1772005909.457273,E-Waste PCB,39.18,good,chemical,Collector-42,1762.93,13.178795293373259,77.71659176194419,8f2540c5f7875563
REC-20260225-12435,STEM006202602261731013467,R005,Kolkata Recovery,1772007491.96841,Steel,13.1,damaged,composting,Collector-88,458.33,12.62772241711996,77.56454680066324,059f11ea9cea5ae3
REC-20260225-28828,PAPM006202602261731011733,R004,Chennai Green Center,1772007693.35745,Paper/Cardboard,26.04,damaged,pyrolysis,Collector-33,208.31,12.790418676143304,78.03845572102762,c8ecf6837c7964c9
REC-20260225-81237,HDPM007202602261731015903,R002,Mumbai Waste Warriors,1772011043.931632,HDPE Plastic,9.77,good,pyrolysis,Collector-59,146.55,13.012056057388598,77.65441754985233,4d8e44c5810819a4
REC-20260225-73039,E-WM006202602261731018238,R004,Chennai Green Center,1772013812.24007,E-Waste PCB,9.8,good,pyrolysis,Collector-73,441.01,12.905131715358277,77.43285236236794,39358e9be3f1f87c
REC-20260225-19748,ORGM005202602261731014865,R005,Kolkata Recovery,1772014379.109308,Organic Waste,36.5,end_of_life,composting,Collector-52,109.51,13.107528225832539,78.0807580332762,15ccd3618bc90e3e
REC-20260225-82052,ORGM004202602261731016752,R002,Mumbai Waste Warriors,1772014640.438701,Organic Waste,25.73,damaged,chemical,Collector-97,77.18,13.299266787637778,77.50476366515097,48dbbf6d9f9ec75b
REC-20260225-77590,GLAM005202602261731019435,R008,Hyderabad Green,1772014918.213786,Glass,34.22,good,composting,Collector-91,171.1,12.932878955189201,77.77939139767548,aa92c322b53bf392
REC-20260225-60710,ORGM002202602261731014545,R002,Mumbai Waste Warriors,1772015674.351692,Organic Waste,39.16,damaged,pyrolysis,Collector-20,117.47,12.548140252330569,77.31127678977677,224fa66c4cec8acc
REC-20260225-99071,PAPM007202602261731015342,R002,Mumbai Waste Warriors,1772016312.732771,Paper/Cardboard,24.12,good,composting,Collector-82,192.98,12.98921126645232,77.92459702762858,16d047166ce7ec17
REC-20260225-13656,PAPM003202602261731017687,R001,Delhi Recycling Hub,1772016560.733326,Paper/Cardboard,35.6,damaged,pyrolysis,Collector-93,284.78,12.69634111257291,77.83029752132968,abdea86b50b985a6
REC-20260225-17229,PAPM003202602261731017775,R007,Ahmedabad Waste,1772016871.814073,Paper/Cardboard,1.28,excellent,pyrolysis,Collector-35,10.24,12.754811557614781,77.18922811395517,c6571abc4cac9f1e
REC-20260225-21659,HDPM001202602261731011196,R001,Delhi Recycling Hub,1772017219.474226,HDPE Plastic,4.23,excellent,pyrolysis,Collector-25,63.39,12.652090346596596,77.59721787729913,2e1beb863b4a6080
REC-20260225-94688,GLAM002202602261731016840,R001,Delhi Recycling Hub,1772017386.309151,Glass,34.7,damaged,composting,Collector-19,173.49,13.186533285417688,77.42901859303967,eb39c4184629ac1f
REC-20260225-78805,PETM005202602261731016843,R001,Delhi Recycling Hub,1772017852.30855,PET Plastic,40.88,good,mechanical,Collector-27,613.17,12.975083710257419,77.89726300508255,142ee9de1954202f
REC-20260225-16056,COPM007202602261731012549,R007,Ahmedabad Waste,1772018361.212839,Copper,17.05,end_of_life,chemical,Collector-17,596.71,13.165345731302871,77.10451703452415,58aec21f1622d16c
REC-20260225-63592,COPM005202602261731019627,R004,Chennai Green Center,1772018655.783194,Copper,36.51,damaged,mechanical,Collector-8,1278.02,13.200662129028304,78.01768117807465,e696b6efa1fc9148
REC-20260225-85699,COPM006202602261731019005,R002,Mumbai Waste Warriors,1772019330.572603,Copper,27.24,damaged,chemical,Collector-50,953.52,12.895714400011522,77.9864140300734,e3dcdf4b07c74b44
REC-20260225-34785,COPM004202602261731011528,R008,Hyderabad Green,1772019716.700913,Copper,17.07,damaged,mechanical,Collector-26,597.38,13.008850810230445,77.99680304053645,bc727d5233f8b6b5
REC-20260225-66514,COPM001202602261731012927,R002,Mumbai Waste Warriors,1772020017.001255,Copper,22.96,excellent,chemical,Collector-70,803.58,12.68255066207765,77.77982836047482,b489b0d2b490bb9b
REC-20260225-70686,ORGM008202602261731012390,R003,Bengaluru E-Parisara,1772020516.466323,Organic Waste,43.84,good,pyrolysis,Collector-36,131.53,13.352167458137275,77.74209966572897,6f841f70d6a99d6f
REC-20260225-31116,STEM005202602261731018944,R006,Pune Recycling,1772020618.61943,Steel,22.51,good,chemical,Collector-13,787.92,12.733344227762311,77.37113792328492,35931a98f4ac4ac5
REC-20260225-86082,PAPM002202602261731017656,R002,Mumbai Waste Warriors,1772020959.137777,Paper/Cardboard,32.23,good,chemical,Collector-86,257.87,12.68200811381079,77.18411194227326,cf42bc4ff72b02b4
REC-20260225-57590,PETM003202602261731014978,R001,Delhi Recycling Hub,1772021131.867896,PET Plastic,22.44,good,chemical,Collector-9,336.61,13.179652759817712,77.59228166168599,d94d879a8dd82012
REC-20260225-59237,HDPM007202602261731018596,R007,Ahmedabad Waste,1772021599.529141,HDPE Plastic,23.15,damaged,chemical,Collector-41,347.22,12.49467833357112,77.56838383005123,4e635c7a6c432f4f
REC-20260225-38154,PETM008202602261731012040,R004,Chennai Green Center,1772022001.762227,PET Plastic,35.47,excellent,composting,Collector-61,532.1,13.12472960634675,77.35862006906906,42aa8219d65d132f
REC-20260225-55402,ORGM006202602261731015514,R001,Delhi Recycling Hub,1772022355.780944,Organic Waste,15.14,good,composting,Collector-2,45.42,13.155455785715848,77.7999898395678,9c648ccefc26385f
REC-20260225-18739,ORGM002202602261731012443,R005,Kolkata Recovery,1772022939.115973,Organic Waste,0.82,good,mechanical,Collector-68,2.46,13.163498095505544,77.85652360288113,b711a84702b3d0fd
REC-20260225-75029,STEM004202602261731016355,R004,Chennai Green Center,1772023148.561571,Steel,39.54,good,mechanical,Collector-27,1384.01,12.872539310387687,77.51331391893676,c62fc5037b385cfe
REC-20260225-12800,STEM001202602261731016035,R005,Kolkata Recovery,1772023553.46922,Steel,5.14,good,pyrolysis,Collector-36,179.86,13.164083641254166,77.54417806839359,cd3a9877e702f788
REC-20260225-87323,STEM008202602261731017025,R007,Ahmedabad Waste,1772023857.986168,Steel,22.74,excellent,pyrolysis,Collector-94,795.81,12.592273379570667,77.735160229531,7523197cf11a84d8
REC-20260225-48113,LITM008202602261731012009,R008,Hyderabad Green,1772024730.069986,Lithium Battery,3.54,excellent,mechanical,Collector-4,159.51,12.751771184616334,77.59558956306051,099ec6120c361a1a
REC-20260225-74723,HDPM004202602261731014158,R002,Mumbai Waste Warriors,1772025830.232437,HDPE Plastic,0.6,good,pyrolysis,Collector-26,8.99,13.070056762239957,77.23122961495272,8939d0894aa5c8c6
REC-20260225-39256,PETM008202602261731012187,R006,Pune Recycling,1772025920.420277,PET Plastic,13.65,good,pyrolysis,Collector-76,204.81,13.365816611632427,77.28640906822261,7b3d946585195595
REC-20260225-88541,PAPM006202602261731017224,R008,Hyderabad Green,1772026107.966017,Paper/Cardboard,39.32,good,mechanical,Collector-36,314.58,12.694985049284076,77.68458061931825,a458dba842145e74
REC-20260225-72980,LITM006202602261731017776,R002,Mumbai Waste Warriors,1772027427.285939,Lithium Battery,42.34,good,composting,Collector-99,1905.1,12.992152660523356,77.90216640137275,b6340e6fc3895af1
REC-20260225-91485,HDPM002202602261731016254,R007,Ahmedabad Waste,1772027741.242321,HDPE Plastic,6.38,good,composting,Collector-65,95.65,13.149273564553747,77.80028085693147,5cbca59b79ee2dd6
REC-20260225-25786,E-WM006202602261731013176,R004,Chennai Green Center,1772028266.437891,E-Waste PCB,4.77,good,composting,Collector-20,214.84,13.244254814866714,77.24336667662065,8863bc73728de8f1
REC-20260225-34203,ORGM006202602261731015575,R004,Chennai Green Center,1772029782.179457,Organic Waste,21.67,damaged,pyrolysis,Collector-26,65.01,12.726747179278904,77.76096789874128,423c6aef572417b1
REC-20260225-92609,GLAM007202602261731017557,R001,Delhi Recycling Hub,1772030323.176899,Glass,22.3,damaged,composting,Collector-58,111.49,13.31984405352594,77.34670404865835,6f61720b62484cd6
REC-20260225-74606,COPM001202602261731015485,R006,Pune Recycling,1772030474.462361,Copper,5.73,damaged,composting,Collector-44,200.65,13.319024136345929,77.42981646619255,0d85f5a7a6f79d4f
REC-20260225-25268,LITM006202602261731013964,R007,Ahmedabad Waste,1772030487.737324,Lithium Battery,29.56,good,mechanical,Collector-17,1330.41,13.118625592918868,77.63939730501339,e3e35c78c1f53893
REC-20260225-29270,ALUM004202602261731013638,R008,Hyderabad Green,1772030887.337511,Aluminum,20.64,good,pyrolysis,Collector-27,722.38,12.760882766959877,77.8323780333526,7f3faee5f9d50d2d
REC-20260225-10737,PETM005202602261731012409,R004,Chennai Green Center,1772031073.425786,PET Plastic,9.2,damaged,pyrolysis,Collector-45,137.97,12.743347240214963,77.12971765430841,30305ac952c2874e
REC-20260225-16973,E-WM003202602261731017881,R004,Chennai Green Center,1772031289.764065,E-Waste PCB,13.84,damaged,mechanical,Collector-91,622.79,12.957167074624548,77.66732036183038,c8ee670ed6801fe1
REC-20260225-67931,GLAM005202602261731019820,R007,Ahmedabad Waste,1772031722.101795,Glass,24.37,good,chemical,Collector-13,121.86,13.384357671792277,77.30831309277698,fbf3c0755a01dbca
REC-20260225-30257,LITM001202602261731015296,R005,Kolkata Recovery,1772031870.782374,Lithium Battery,14.53,good,mechanical,Collector-99,654.05,13.147160111903393,77.47612608405153,cdbdcb6aa1a75969
REC-20260225-37908,HDPM002202602261731015645,R006,Pune Recycling,1772032024.32433,HDPE Plastic,28.1,good,pyrolysis,Collector-36,421.53,13.14235254802458,77.92482472884132,b8885d744396677b
REC-20260225-50728,GLAM008202602261731012913,R008,Hyderabad Green,1772032311.953597,Glass,17.16,good,pyrolysis,Collector-23,85.79,13.274725152590122,77.1552879082012,49a77686c609ed45
REC-20260225-85201,GLAM007202602261731016447,R007,Ahmedabad Waste,1772032604.274823,Glass,2.76,good,mechanical,Collector-73,13.82,12.636338502789659,77.32511076148667,16b0a1cd734f1e0d
REC-20260225-10186,HDPM003202602261731011052,R006,Pune Recycling,1772033319.035466,HDPE Plastic,31.88,good,pyrolysis,Collector-79,478.26,13.232936344200365,77.72313118964315,937b17f08d961a8e
REC-20260225-52224,PAPM006202602261731018698,R006,Pune Recycling,1772033626.881273,Paper/Cardboard,7.69,damaged,pyrolysis,Collector-27,61.48,13.410704393605247,77.23725594080022,06c7533b67d63a12
REC-20260225-99112,LITM005202602261731012136,R006,Pune Recycling,1772033731.179517,Lithium Battery,34.7,good,mechanical,Collector-25,1561.51,13.135362793852304,77.74363410997786,6f556d55500f431a
REC-20260225-57604,PAPM006202602261731016782,R006,Pune Recycling,1772035339.786122,Paper/Cardboard,36.79,good,composting,Collector-65,294.35,13.12976883316072,77.64322076808912,4464ee689a6b6d0a
REC-20260225-43504,HDPM008202602261731018645,R002,Mumbai Waste Warriors,1772036059.229084,HDPE Plastic,25.25,damaged,mechanical,Collector-93,378.7,12.775871786327334,77.55856421179205,d89a895cb9f0e126
REC-20260225-34205,GLAM002202602261731016610,R002,Mumbai Waste Warriors,1772037060.544305,Glass,20.04,excellent,mechanical,Collector-9,100.21,12.892773469738788,77.45563270534872,6f7f8772f5333e53
REC-20260225-57606,COPM001202602261731016416,R003,Bengaluru E-Parisara,1772037918.057448,Copper,23.63,damaged,mechanical,Collector-52,827.05,12.817471948781535,77.27818969440331,717d9de93ca9c229
REC-20260225-11702,PETM001202602261731016141,R008,Hyderabad Green,1772038350.104556,PET Plastic,43.48,excellent,composting,Collector-40,652.26,12.906445941893764,77.43559174989385,20ba973705a3119d
REC-20260225-36983,HDPM005202602261731017550,R006,Pune Recycling,1772038917.976074,HDPE Plastic,10.09,good,composting,Collector-12,151.37,13.446976539698426,77.5701733359384,7988f9b452d58634
REC-20260225-33469,ALUM008202602261731014115,R008,Hyderabad Green,1772039014.375801,Aluminum,33.37,end_of_life,composting,Collector-63,1167.99,13.34527238527927,78.04355605309439,3ceca8e2d83ef66f
