product_id,batch_number,manufacturer_id,manufacturer_name,material_type,material_category,weight_kg,carbon_footprint,recyclable_percentage,gst_hsn_code,manufacturing_date,expiry_date,qr_code_hash,gps_lat,gps_lon,source
HDPM003202602261731017874,BATCH-202602-455,M003,Dixit E-Waste,HDPE Plastic,plastic,6.41,14.75,0.9,3991827,1770291200.560625,,1a9aa49e0f460697,28.526365094498153,77.1284950921206,manufacturing
ORGM003202602261731011010,BATCH-202602-441,M003,Dixit E-Waste,Organic Waste,organic,30.34,6.07,0.95,3982752,1770291333.733218,1775043333.733218,b1569e2a39c3ef06,28.65179408996409,77.18085722126642,manufacturing
PETM001202602261731015523,BATCH-202602-258,M001,Tata Steel,PET Plastic,plastic,9.88,24.71,0.85,3937501,1770291450.047035,,889a896a0f44ba30,22.758009134283814,86.15309601465802,manufacturing
PAPM003202602261731019476,BATCH-202602-085,M003,Dixit E-Waste,Paper/Cardboard,paper,23.51,11.76,0.75,3954802,1770291638.325343,1777290038.325343,9c3aaf1dec89ab08,28.645073720750908,77.18989470983081,manufacturing
PAPM006202602261731018786,BATCH-202602-136,M006,Amul Dairy,Paper/Cardboard,paper,41.77,20.88,0.75,3927616,1770292231.593234,1800964231.593234,fc4f4f9dd6b056ff,22.556687232914086,72.9188858782697,manufacturing
STEM008202602261731018109,BATCH-202602-578,M008,Samsung India,Steel,metal,4.37,7.87,0.88,3934806,1770292332.778147,,312f5b39bb050cd4,28.454237749034583,77.30807686214148,manufacturing
PETM003202602261731014978,BATCH-202602-704,M003,Dixit E-Waste,PET Plastic,plastic,27.23,68.08,0.85,3964977,1770293131.867896,,c738de24bc5f1c53,28.6787555974254,77.24971372556668,manufacturing
GLAM006202602261731018705,BATCH-202602-798,M006,Amul Dairy,Glass,glass,41.15,32.92,0.8,3914264,1770293715.54352,,ef3642440f7a550b,22.64551703071877,72.98558493200586,manufacturing
E-WM002202602261731013796,BATCH-202602-838,M002,Relacy Plastics,E-Waste PCB,e_waste,3.67,54.99,0.7,3923216,1770294566.130131,,69fd13022e0b81da,19.07542869930711,72.9375350444669,manufacturing
PETM004202602261731014492,BATCH-202602-181,M004,Kumar Paper Mills,PET Plastic,plastic,48.03,120.08,0.85,3993832,1770298902.726535,,407d490a2716e6d9,13.132791163677634,80.2691115944317,manufacturing
COPM008202602261731014706,BATCH-202602-155,M008,Samsung India,Copper,metal,28.43,99.51,0.92,3999783,1770299120.25951,,7f5c1b61b618a3c0,28.454840524205128,77.42462823477953,manufacturing
HDPM008202602261731019501,BATCH-202602-839,M008,Samsung India,HDPE Plastic,plastic,27.18,62.51,0.9,3993227,1770299293.144443,,72e5ad1f7a01494c,28.58620164315848,77.33249275416983,manufacturing
HDPM003202602261731018324,BATCH-202602-656,M003,Dixit E-Waste,HDPE Plastic,plastic,36.93,84.95,0.9,3913980,1770299515.00987,,9f706728b6c1030e,28.57815718693989,77.24165033522962,manufacturing
E-WM006202602261731013176,BATCH-202602-860,M006,Amul Dairy,E-Waste PCB,e_waste,5.68,85.21,0.7,3967797,1770300266.437891,,bed35610d5018ccf,22.49200605829625,72.90426843304716,manufacturing
LITM002202602261731013095,BATCH-202602-014,M002,Relacy Plastics,Lithium Battery,e_waste,26.43,660.79,0.6,3941804,1770300495.980987,,38438563e6061e66,19.051458224615235,72.872154602356,manufacturing
PETM005202602261731012409,BATCH-202602-315,M005,GreenGlass India,PET Plastic,plastic,10.9,27.26,0.85,3921433,1770303073.425786,,f69e0274fd44ca26,12.930329997953292,77.5161045263272,manufacturing
E-WM003202602261731017881,BATCH-202602-529,M003,Dixit E-Waste,E-Waste PCB,e_waste,14.98,224.71,0.7,3936201,1770303289.764065,,d577366f3ff6f2d6,28.68376130622356,77.19769051365923,manufacturing
E-WM006202602261731015702,BATCH-202602-604,M006,Amul Dairy,E-Waste PCB,e_waste,42.4,636.04,0.7,3962600,1770304227.281977,,99029e79a5c303c1,22.560163240602563,72.89242935174202,manufacturing
HDPM002202602261731017287,BATCH-202602-795,M002,Relacy Plastics,HDPE Plastic,plastic,41.13,94.59,0.9,3914307,1770304630.704217,,96aa656d7168810a,19.03701337514387,72.81935291725196,manufacturing
E-WM006202602261731017033,BATCH-202602-657,M006,Amul Dairy,E-Waste PCB,e_waste,10.3,154.49,0.7,3926335,1770304725.61738,,64d895d2d00a5d85,22.56143457990363,72.91154254189294,manufacturing
COPM001202602261731016174,BATCH-202602-899,M001,Tata Steel,Copper,metal,10.08,35.29,0.92,3937125,1770305343.797718,,bbb6da567ac11fa2,22.757347651356266,86.26646542489614,manufacturing
PAPM006202602261731018698,BATCH-202602-071,M006,Amul Dairy,Paper/Cardboard,paper,8.61,4.31,0.75,3972863,1770305626.881273,1781624026.881273,35499cfc452817c8,22.550364332596985,72.9464399991059,manufacturing
HDPM008202602261731013635,BATCH-202602-290,M008,Samsung India,HDPE Plastic,plastic,5.83,13.42,0.9,3980592,1770305990.537245,,5119c930972e6ae5,28.57015953939214,77.2935230480017,manufacturing
PAPM003202602261731012778,BATCH-202602-673,M003,Dixit E-Waste,Paper/Cardboard,paper,32.95,16.47,0.75,3944825,1770306076.419268,1797781276.419268,95fd78538c9aabe9,28.64718197719843,77.11373958833423,manufacturing
ALUM007202602261731018925,BATCH-202602-616,M007,Apple India,Aluminum,metal,43.27,346.15,0.95,3962803,1770307262.849678,,c2347a1d11036421,12.918572008092646,77.55278604717839,manufacturing
COPM008202602261731012194,BATCH-202602-333,M008,Samsung India,Copper,metal,25.41,88.94,0.92,3968787,1770308387.816895,,b0d696aaf1a8e9f7,28.47171357885498,77.30096210748255,manufacturing
PETM001202602261731016868,BATCH-202602-410,M001,Tata Steel,PET Plastic,plastic,44.05,110.12,0.85,3962714,1770308457.529613,,1dc5ddb884ad91f3,22.89074071787725,86.14172450779677,manufacturing
LITM005202602261731016792,BATCH-202602-567,M005,GreenGlass India,Lithium Battery,e_waste,8.01,200.23,0.6,3984424,1770309015.07287,,7b7ef711dd5807dd,13.024070244794894,77.52896846704142,manufacturing
STEM007202602261731017804,BATCH-202602-579,M007,Apple India,Steel,metal,12.26,22.07,0.88,3996783,1770309906.173089,,14d90e343b1ed237,13.007644243106178,77.62430256647231,manufacturing
ORGM008202602261731014433,BATCH-202602-871,M008,Samsung India,Organic Waste,organic,23.62,4.72,0.95,3939207,1770310451.592735,1778604851.592735,10fe1d9db419be6c,28.557960154408715,77.48878080909367,manufacturing
PAPM002202602261731015690,BATCH-202602-166,M002,Relacy Plastics,Paper/Cardboard,paper,44.0,22.0,0.75,3959291,1770311176.527626,1786208776.527626,13d45812be0b6943,19.14243395266057,72.844564608092,manufacturing
STEM003202602261731018139,BATCH-202602-552,M003,Dixit E-Waste,Steel,metal,42.98,77.36,0.88,3934188,1770312615.876485,,a45ab60bd39aac3f,28.57408357391614,77.20168511108781,manufacturing
PAPM001202602261731015925,BATCH-202602-886,M001,Tata Steel,Paper/Cardboard,paper,20.63,10.31,0.75,3992419,1770313539.241045,1786211139.241045,2cdcc1cfe97566e3,22.733729796403065,86.20354762754573,manufacturing
HDPM004202602261731018358,BATCH-202602-732,M004,Kumar Paper Mills,HDPE Plastic,plastic,15.43,35.49,0.9,3986657,1770313602.814502,,e79f4bd8433e57ba,13.094522388748436,80.325221624452,manufacturing
LITM003202602261731012821,BATCH-202602-147,M003,Dixit E-Waste,Lithium Battery,e_waste,3.04,76.04,0.6,3919551,1770313978.532498,,b9bc4de06275bfa2,28.662938482582284,77.20155215485562,manufacturing
HDPM006202602261731016378,BATCH-202602-130,M006,Amul Dairy,HDPE Plastic,plastic,34.66,79.71,0.9,3959158,1770314401.662413,,82271a469c376843,22.647467749127717,72.9174131140405,manufacturing
ALUM006202602261731015785,BATCH-202602-247,M006,Amul Dairy,Aluminum,metal,3.06,24.5,0.95,3937815,1770314667.171387,,dd9cf6aca6054bb8,22.471659110728606,72.98717552731391,manufacturing
PAPM008202602261731016615,BATCH-202602-841,M008,Samsung India,Paper/Cardboard,paper,44.24,22.12,0.75,3932401,1770314825.186984,1786558025.186984,7005ccef63798d6b,28.541419836816875,77.34243573282836,manufacturing
LITM008202602261731013404,BATCH-202602-886,M008,Samsung India,Lithium Battery,e_waste,40.6,1014.89,0.6,3949503,1770314843.490176,,ae27aee4edb7ec9b,28.6308491415951,77.44275581770908,manufacturing
PAPM006202602261731018256,BATCH-202602-094,M006,Amul Dairy,Paper/Cardboard,paper,47.74,23.87,0.75,3938588,1770316062.09915,1775413662.09915,64423822cc05508d,22.603381155917525,72.97367988734447,manufacturing
E-WM001202602261731012136,BATCH-202602-295,M001,Tata Steel,E-Waste PCB,e_waste,30.28,454.23,0.7,3981264,1770316276.961759,,a62f87fb91b94cff,22.733272690014726,86.29573530759447,manufacturing
GLAM002202602261731018091,BATCH-202602-770,M002,Relacy Plastics,Glass,glass,30.43,24.34,0.8,3955267,1770316426.884115,,aa6faee0facf30ee,19.047383440877166,72.89266641007909,manufacturing
GLAM004202602261731018159,BATCH-202602-158,M004,Kumar Paper Mills,Glass,glass,28.26,22.6,0.8,3959944,1770316438.6694,,c6575eae82cfac04,12.987737977566818,80.20552125695693,manufacturing
ORGM001202602261731013916,BATCH-202602-112,M001,Tata Steel,Organic Waste,organic,44.35,8.87,0.95,3994188,1770317432.33237,1786819832.33237,471c601920fe74a5,22.741785955684488,86.11907416552832,manufacturing
PAPM008202602261731017617,BATCH-202602-805,M008,Samsung India,Paper/Cardboard,paper,39.16,19.58,0.75,3918653,1770318009.92272,1782846009.92272,b028be543ebb8d0b,28.436161472058927,77.48183106918523,manufacturing
COPM008202602261731015375,BATCH-202602-696,M008,Samsung India,Copper,metal,32.7,114.45,0.92,3973149,1770318265.899037,,424ee1c56c9aae40,28.45798572334233,77.32979911101285,manufacturing
COPM007202602261731017054,BATCH-202602-310,M007,Apple India,Copper,metal,18.15,63.52,0.92,3998247,1770318290.9914,,8b5eac4cd58012ea,12.890771816658452,77.59249352069152,manufacturing
E-WM001202602261731014132,BATCH-202602-233,M001,Tata Steel,E-Waste PCB,e_waste,8.1,121.52,0.7,3922677,1770318938.546614,,a77b5ac71f5865b3,22.853420356190234,86.2358975790677,manufacturing
HDPM003202602261731015846,BATCH-202602-790,M003,Dixit E-Waste,HDPE Plastic,plastic,5.51,12.66,0.9,3979955,1770319061.722344,,898a83ff52333744,28.661628800600294,77.21430632590912,manufacturing
ORGM002202602261731012493,BATCH-202602-751,M002,Relacy Plastics,Organic Waste,organic,41.2,8.24,0.95,3954121,1770319206.477031,1788290406.477031,6146c1b1d03cae32,19.11909936574537,72.82234275945608,manufacturing
ORGM004202602261731019737,BATCH-202602-307,M004,Kumar Paper Mills,Organic Waste,organic,12.07,2.41,0.95,3946782,1770319248.871937,1798226448.871937,ba822ba65e7162ba,13.117186760407645,80.31357019577275,manufacturing
PAPM007202602261731015669,BATCH-202602-448,M007,Apple India,Paper/Cardboard,paper,34.58,17.29,0.75,3991390,1770320907.325544,1800301707.325544,b1b7af6391b0a20e,13.059180306716465,77.6757765534535,manufacturing
PAPM005202602261731016123,BATCH-202602-079,M005,GreenGlass India,Paper/Cardboard,paper,31.92,15.96,0.75,3940195,1770321337.003817,1780170937.003817,d21963618eb2f76d,12.986663339557367,77.51151702417047,manufacturing
PETM001202602261731016591,BATCH-202602-401,M001,Tata Steel,PET Plastic,plastic,37.08,92.69,0.85,3932507,1770322100.933996,,77104ba4139e35c5,22.863818278586212,86.1993751646031,manufacturing
E-WM003202602261731016960,BATCH-202602-275,M003,Dixit E-Waste,E-Waste PCB,e_waste,8.67,130.11,0.7,3916618,1770322445.308093,,f880f607776af1c4,28.612262946563604,77.25940190722652,manufacturing
ORGM007202602261731018389,BATCH-202602-572,M007,Apple India,Organic Waste,organic,44.65,8.93,0.95,3999998,1770322508.600343,1790021708.600343,0d7ebd30a63ebd03,12.987546776399142,77.60528920091416,manufacturing
LITM004202602261731016717,BATCH-202602-338,M004,Kumar Paper Mills,Lithium Battery,e_waste,19.12,477.94,0.6,3994349,1770322880.411535,,d056797cb4895b68,13.149818717166387,80.20138676868939,manufacturing
LITM004202602261731019612,BATCH-202602-720,M004,Kumar Paper Mills,Lithium Battery,e_waste,35.77,894.28,0.6,3924527,1770323643.76004,,7f4a843672720833,13.074798271721649,80.18598006511415,manufacturing
E-WM006202602261731016446,BATCH-202602-403,M006,Amul Dairy,E-Waste PCB,e_waste,18.42,276.24,0.7,3912493,1770326141.307518,,16415c34778dbb3f,22.575818874643055,72.88256436358515,manufacturing
HDPM005202602261731018540,BATCH-202602-737,M005,GreenGlass India,HDPE Plastic,plastic,44.58,102.52,0.9,3921182,1770326674.082261,,8304109eac95a724,12.975560466393544,77.66675073869816,manufacturing
ORGM006202602261731012226,BATCH-202602-883,M006,Amul Dairy,Organic Waste,organic,19.75,3.95,0.95,3984252,1770326926.675956,1772918926.675956,c7db0cbc3be8a747,22.513438289618627,72.8447069904506,manufacturing
STEM004202602261731012644,BATCH-202602-455,M004,Kumar Paper Mills,Steel,metal,20.72,37.3,0.88,3966253,1770327059.957978,,cce1e4af6cf2232d,13.130532877767264,80.24759510412602,manufacturing
STEM001202602261731018101,BATCH-202602-340,M001,Tata Steel,Steel,metal,23.25,41.85,0.88,3983160,1770327292.144845,,ad3b25f3312b8f9d,22.75843884775402,86.12682497727293,manufacturing
COPM006202602261731016537,BATCH-202602-421,M006,Amul Dairy,Copper,metal,18.03,63.11,0.92,3964129,1770327958.689667,,e29a64c3986c97d1,22.4662733413441,73.0273952449902,manufacturing
PAPM007202602261731015920,BATCH-202602-220,M007,Apple India,Paper/Cardboard,paper,20.53,10.26,0.75,3964438,1770327994.999164,1790027194.999164,1ca4204dc86cff28,13.048634941499017,77.60534579542139,manufacturing
ALUM005202602261731016960,BATCH-202602-253,M005,GreenGlass India,Aluminum,metal,3.42,27.37,0.95,3938748,1770328449.900705,,c11a4e030e26e01f,12.872210645602964,77.5658337550891,manufacturing
PETM008202602261731019126,BATCH-202602-212,M008,Samsung India,PET Plastic,plastic,37.44,93.6,0.85,3989909,1770328989.295538,,124906d261ae8d16,28.47682496815684,77.30701554488378,manufacturing
HDPM001202602261731019611,BATCH-202602-474,M001,Tata Steel,HDPE Plastic,plastic,23.89,54.95,0.9,3931712,1770329745.138215,,ac4ce3ff401d5e0c,22.72289921560496,86.29363318346218,manufacturing
HDPM002202602261731016993,BATCH-202602-416,M002,Relacy Plastics,HDPE Plastic,plastic,26.69,61.38,0.9,3913482,1770330061.133586,,cc0303b8cff6d483,19.17202756905372,72.83111523642808,manufacturing
PETM003202602261731018585,BATCH-202602-158,M003,Dixit E-Waste,PET Plastic,plastic,0.61,1.52,0.85,3960887,1770330969.324747,,accf556a410ff036,28.607622342475526,77.17651026997252,manufacturing
PETM006202602261731017164,BATCH-202602-107,M006,Amul Dairy,PET Plastic,plastic,36.5,91.24,0.85,3936642,1770331963.819944,,495a3342c4c2ff17,22.66112314837898,72.91286316840056,manufacturing
STEM004202602261731017928,BATCH-202602-391,M004,Kumar Paper Mills,Steel,metal,33.95,61.1,0.88,3912908,1770332276.660183,,c215e89a13316ef8,13.084601762435415,80.35840095702606,manufacturing
STEM006202602261731011441,BATCH-202602-279,M006,Amul Dairy,Steel,metal,12.37,22.27,0.88,3991848,1770332325.248064,,28df4ebb11fc6d52,22.61721406118937,72.87073376423358,manufacturing
LITM002202602261731012496,BATCH-202602-705,M002,Relacy Plastics,Lithium Battery,e_waste,22.96,573.88,0.6,3986307,1770333069.92905,,968b7d766e114ad1,19.13803858432208,72.97206775332828,manufacturing
PETM007202602261731018481,BATCH-202602-839,M007,Apple India,PET Plastic,plastic,13.05,32.62,0.85,3997452,1770333178.881949,,2258d13f1da8fa65,12.942075690027446,77.68771771876916,manufacturing
COPM006202602261731017266,BATCH-202602-200,M006,Amul Dairy,Copper,metal,10.02,35.08,0.92,3910808,1770334809.581818,,1b87baf1bee51d7c,22.572415693247994,72.86800040289515,manufacturing
ORGM004202602261731011699,BATCH-202602-016,M004,Kumar Paper Mills,Organic Waste,organic,17.27,3.45,0.95,3965600,1770335396.363076,1782604196.363076,75be4a18b97177c7,13.160611925338165,80.31749044138006,manufacturing
STEM004202602261731014107,BATCH-202602-724,M004,Kumar Paper Mills,Steel,metal,7.61,13.7,0.88,3987815,1770335707.5767,,da878b0258922ad8,13.078511596829745,80.32792679597529,manufacturing
ORGM006202602261731017096,BATCH-202602-265,M006,Amul Dairy,Organic Waste,organic,47.81,9.56,0.95,3983671,1770336530.759458,1797120530.759458,8997ddd0568b5e05,22.64233406064112,72.99177608555274,manufacturing
ALUM002202602261731018894,BATCH-202602-224,M002,Relacy Plastics,Aluminum,metal,49.96,399.68,0.95,3987747,1770336581.556636,,b8d49b4920dd8bcc,19.006825430371613,72.95985521025979,manufacturing
COPM002202602261731016378,BATCH-202602-083,M002,Relacy Plastics,Copper,metal,46.15,161.51,0.92,3919675,1770337155.025295,,0a4998177140758f,19.166476130866968,72.9693800649777,manufacturing
E-WM008202602261731019043,BATCH-202602-087,M008,Samsung India,E-Waste PCB,e_waste,39.35,590.28,0.7,3945787,1770338104.643796,,2c5bed269ed393dc,28.553233915841794,77.317826332059,manufacturing
PETM007202602261731015787,BATCH-202602-270,M007,Apple India,PET Plastic,plastic,39.85,99.62,0.85,3923251,1770338290.897397,,88a41f3b5671da98,12.872936007652177,77.51572475863581,manufacturing
ALUM007202602261731016983,BATCH-202602-287,M007,Apple India,Aluminum,metal,10.01,80.04,0.95,3976124,1770338440.422527,,aab6efa148c27263,12.969521810028803,77.67576333062482,manufacturing
HDPM003202602261731015206,BATCH-202602-128,M003,Dixit E-Waste,HDPE Plastic,plastic,2.23,5.14,0.9,3974405,1770339013.755186,,22e4098f6add373e,28.58661192813855,77.21788543005526,manufacturing
PETM001202602261731019539,BATCH-202602-555,M001,Tata Steel,PET Plastic,plastic,16.52,41.3,0.85,3985722,1770339675.006076,,f511cd90b15f77e1,22.879124654465794,86.16884009228463,manufacturing
ALUM007202602261731011926,BATCH-202602-200,M007,Apple India,Aluminum,metal,20.85,166.76,0.95,3941376,1770340906.889132,,90f33deb9742941f,13.027508887176365,77.51793818117052,manufacturing
HDPM007202602261731016383,BATCH-202602-390,M007,Apple India,HDPE Plastic,plastic,43.04,98.99,0.9,3950741,1770341613.360709,,53fe236ef87749c7,13.015343485044598,77.64648036186688,manufacturing
COPM002202602261731014716,BATCH-202602-749,M002,Relacy Plastics,Copper,metal,43.6,152.6,0.92,3982172,1770343271.684782,,ed95eb9fa18579b2,19.019545431346476,72.8013417547117,manufacturing
ALUM002202602261731012989,BATCH-202602-246,M002,Relacy Plastics,Aluminum,metal,0.66,5.32,0.95,3918897,1770343633.714712,,d1b5681987c715fa,19.130067888549608,72.92938957850988,manufacturing
GLAM002202602261731019759,BATCH-202602-862,M002,Relacy Plastics,Glass,glass,17.33,13.87,0.8,3968878,1770344551.163961,,9e007b107fbc4537,19.129301617935237,72.90725851436127,manufacturing
PETM006202602261731016573,BATCH-202602-443,M006,Amul Dairy,PET Plastic,plastic,39.74,99.34,0.85,3923926,1770345034.950909,,51f8a665451d97f2,22.56698395022133,72.99126188620696,manufacturing
STEM003202602261731019697,BATCH-202602-385,M003,Dixit E-Waste,Steel,metal,33.47,60.24,0.88,3983739,1770345590.321501,,ea58472d5d0605ac,28.524146796554568,77.2450798428753,manufacturing
PAPM008202602261731015172,BATCH-202602-211,M008,Samsung India,Paper/Cardboard,paper,23.77,11.88,0.75,3967643,1770345608.455401,1774924808.455401,b5284d3f533fdffc,28.499825808358537,77.34583719387125,manufacturing
GLAM002202602261731018380,BATCH-202602-652,M002,Relacy Plastics,Glass,glass,11.81,9.45,0.8,3962640,1770345674.117414,,7b2faf6db77f6259,19.0422826493465,72.90711135532365,manufacturing
ALUM007202602261731017541,BATCH-202602-896,M007,Apple India,Aluminum,metal,11.54,92.33,0.95,3969785,1770345988.404944,,034384e5ec88a442,12.890300624032227,77.58777551921082,manufacturing
PAPM001202602261731011849,BATCH-202602-865,M001,Tata Steel,Paper/Cardboard,paper,16.49,8.24,0.75,3962380,1770346078.912814,1778294878.912814,a4b72d91efaa7309,22.840634695086322,86.1962173455232,manufacturing
ALUM006202602261731019899,BATCH-202602-510,M006,Amul Dairy,Aluminum,metal,26.59,212.75,0.95,3923483,1770346084.606162,,82b7dc1cce299d1d,22.609739934166925,72.86767729825787,manufacturing
PETM003202602261731017625,BATCH-202602-564,M003,Dixit E-Waste,PET Plastic,plastic,28.02,70.05,0.85,3941196,1770348276.394585,,1bd727ef331e965e,28.606308649775247,77.26977935068878,manufacturing
PAPM003202602261731019050,BATCH-202602-623,M003,Dixit E-Waste,Paper/Cardboard,paper,10.0,5.0,0.75,3987113,1770349359.277476,1794541359.277476,e48002bf53932d6b,28.683804974708025,77.13199629802007,manufacturing
PAPM007202602261731015675,BATCH-202602-038,M007,Apple India,Paper/Cardboard,paper,32.02,16.01,0.75,3984918,1770350513.290715,1792123313.290715,dabe3a8607a179d6,12.886693806810294,77.61557367761014,manufacturing
PETM004202602261731018762,BATCH-202602-825,M004,Kumar Paper Mills,PET Plastic,plastic,45.64,114.1,0.85,3923801,1770350916.151465,,6a67c241c0752449,13.083271974605674,80.3292983567033,manufacturing
GLAM007202602261731017768,BATCH-202602-961,M007,Apple India,Glass,glass,26.65,21.32,0.8,3918442,1770351465.407279,,4e952d4982bd8a3d,12.93093726243461,77.57676371049709,manufacturing
GLAM006202602261731012833,BATCH-202602-852,M006,Amul Dairy,Glass,glass,12.24,9.79,0.8,3952650,1770351489.177023,,0da619720e292f0e,22.61422332103961,72.91963489924638,manufacturing
STEM005202602261731014519,BATCH-202602-842,M005,GreenGlass India,Steel,metal,1.57,2.83,0.88,3998942,1770351614.322751,,dbf4ffb3de0d52b9,12.926791427348721,77.60533263065706,manufacturing
GLAM003202602261731017099,BATCH-202602-239,M003,Dixit E-Waste,Glass,glass,7.01,5.61,0.8,3975920,1770352005.248969,,267f90f0fc0dfbd1,28.67643229384958,77.29727606065022,manufacturing
PAPM006202602261731013500,BATCH-202602-079,M006,Amul Dairy,Paper/Cardboard,paper,14.17,7.08,0.75,3989552,1770352229.465177,1791001829.465177,dbd8dba1e444a7c0,22.634960247316624,72.9172995674709,manufacturing
STEM007202602261731015336,BATCH-202602-346,M007,Apple India,Steel,metal,24.53,44.15,0.88,3966470,1770352380.233837,,06e705ba51075760,13.02255416927221,77.68646166699014,manufacturing
E-WM008202602261731017800,BATCH-202602-138,M008,Samsung India,E-Waste PCB,e_waste,27.07,406.02,0.7,3987928,1770352873.718236,,4767e6e76e7830ae,28.562871047438264,77.35328617649711,manufacturing
ALUM001202602261731017722,BATCH-202602-146,M001,Tata Steel,Aluminum,metal,33.14,265.11,0.95,3955609,1770353249.540946,,4bfe9b6cbdd1421d,22.71078093497212,86.21841684102567,manufacturing
HDPM007202602261731014204,BATCH-202602-360,M007,Apple India,HDPE Plastic,plastic,47.55,109.37,0.9,3969522,1770353481.354209,,34d7459797f1d5f9,13.05319871372643,77.62357188321327,manufacturing
PAPM006202602261731011320,BATCH-202602-167,M006,Amul Dairy,Paper/Cardboard,paper,42.33,21.17,0.75,3971152,1770353791.571009,1792990591.571009,fcf1bea45580117f,22.58337029823579,72.99864200395297,manufacturing
LITM002202602261731014608,BATCH-202602-583,M002,Relacy Plastics,Lithium Battery,e_waste,24.27,606.63,0.6,3932803,1770354352.821435,,f47dea1802097bbc,19.155536964348865,72.78744333336891,manufacturing
GLAM008202602261731014753,BATCH-202602-791,M008,Samsung India,Glass,glass,47.51,38.01,0.8,3925768,1770354774.020944,,5964e3258f253237,28.547836923664747,77.32069942988986,manufacturing
PETM004202602261731013933,BATCH-202602-307,M004,Kumar Paper Mills,PET Plastic,plastic,36.51,91.27,0.85,3994968,1770354794.963933,,7dfa9c22cb1fdd30,13.014538645027672,80.17501316427581,manufacturing
LITM008202602261731015415,BATCH-202602-761,M008,Samsung India,Lithium Battery,e_waste,31.16,778.98,0.6,3970314,1770355108.598919,,257fbf2e312514bb,28.63486302854265,77.43664692651146,manufacturing
HDPM004202602261731017745,BATCH-202602-222,M004,Kumar Paper Mills,HDPE Plastic,plastic,24.72,56.85,0.9,3985584,1770355383.446248,,dd709f75fee4a0e1,13.150097805247848,80.22653417566792,manufacturing
PAPM004202602261731018410,BATCH-202602-090,M004,Kumar Paper Mills,Paper/Cardboard,paper,36.48,18.24,0.75,3918955,1770358176.134998,1787378976.134998,df3cf47ad42bc5e2,13.059071598908423,80.32364352282863,manufacturing
PETM002202602261731016183,BATCH-202602-104,M002,Relacy Plastics,PET Plastic,plastic,2.82,7.05,0.85,3957172,1770358955.904935,,338d537d2ca090e0,19.051411397928405,72.92163903071393,manufacturing
ORGM002202602261731017305,BATCH-202602-484,M002,Relacy Plastics,Organic Waste,organic,8.99,1.8,0.95,3961501,1770360261.071913,1778741061.071913,e0f37ed3408dd781,18.979111197885082,72.7843187225735,manufacturing
PAPM002202602261731011634,BATCH-202602-837,M002,Relacy Plastics,Paper/Cardboard,paper,11.51,5.76,0.75,3968458,1770360302.891245,1786430702.891245,f845812eb0151c20,19.140107276194314,72.95196460717261,manufacturing
COPM004202602261731014446,BATCH-202602-450,M004,Kumar Paper Mills,Copper,metal,8.43,29.51,0.92,3990424,1770362826.008715,,9a9c16de7c3313e1,13.158593449503554,80.32404818012184,manufacturing
ALUM001202602261731016592,BATCH-202602-180,M001,Tata Steel,Aluminum,metal,12.91,103.32,0.95,3954573,1770363043.681696,,e6822715dce0ff77,22.74472985959882,86.23172703402106,manufacturing
E-WM003202602261731012107,BATCH-202602-966,M003,Dixit E-Waste,E-Waste PCB,e_waste,35.47,532.01,0.7,3953313,1770363595.092914,,0e8c1535b92d780e,28.65922582692577,77.30237902653344,manufacturing
HDPM007202602261731011238,BATCH-202602-153,M007,Apple India,HDPE Plastic,plastic,27.22,62.6,0.9,3955602,1770363686.885317,,b47ff2f81596b7e7,13.03636050415364,77.50229697098752,manufacturing
LITM006202602261731019334,BATCH-202602-865,M006,Amul Dairy,Lithium Battery,e_waste,29.24,731.03,0.6,3947880,1770364372.174,,bb1b733d9a8ae1eb,22.541460703041295,73.02280628702394,manufacturing
PAPM003202602261731018248,BATCH-202602-103,M003,Dixit E-Waste,Paper/Cardboard,paper,4.79,2.4,0.75,3927870,1770364506.429046,1778399706.429046,284e86bb8d71f0c2,28.631814783552304,77.18580638186863,manufacturing
HDPM006202602261731014662,BATCH-202602-109,M006,Amul Dairy,HDPE Plastic,plastic,47.01,108.12,0.9,3981827,1770366013.481013,,afb7266a1612ff5f,22.54274386264269,72.9020608435894,manufacturing
HDPM003202602261731019622,BATCH-202602-383,M003,Dixit E-Waste,HDPE Plastic,plastic,48.05,110.51,0.9,3994505,1770366692.789557,,053739fc080cfc1f,28.631103332634318,77.17631221422816,manufacturing
ALUM007202602261731015321,BATCH-202602-314,M007,Apple India,Aluminum,metal,46.75,373.97,0.95,3991581,1770366823.330341,,0fc411be19e0b28e,12.955781025182727,77.68439557926673,manufacturing
LITM004202602261731015028,BATCH-202602-465,M004,Kumar Paper Mills,Lithium Battery,e_waste,33.84,846.05,0.6,3953995,1770367393.767122,,0c2aab9ce0042ba4,13.046705119426584,80.19845194807253,manufacturing
STEM004202602261731016744,BATCH-202602-439,M004,Kumar Paper Mills,Steel,metal,30.71,55.27,0.88,3931730,1770367870.209717,,6a9be4ae59e8e78f,13.010546993185356,80.21202393123735,manufacturing
LITM007202602261731017897,BATCH-202602-807,M007,Apple India,Lithium Battery,e_waste,13.4,335.09,0.6,3999624,1770368172.522273,,17375e23a3d9e2ec,12.960615942481205,77.65620533890517,manufacturing
